ime planinske točke,ime bližnje točke,višina bližnje točke (m) 
Rifugio Grego,Bivak Stuparich,1587
Rifugio Pellarini,Viš/Jof Fuart,2666
Rifugio Pellarini,Veliki Nabojs / Monte Nabois grande,2313
Rifugio Pellarini,Bivak Gorizia,1950
Rifugio Zacchi,Visoka Ponca,2274
Rifugio Zacchi,Strug,2265
Rifugio Zacchi,Zadnja Ponca,2242
Rifugio Zacchi,Srednja Ponca,2228
Rifugio Zacchi,Mala Ponca,1925
Rifugio Zacchi,Glave,1760
Rifugio Zacchi,Zavetišče pod Ponco,1657
Rifugio Zacchi,Jezerska planina / Alpe del Lago,1006
Rifugio di Brazza,Špik nad Nosom / Foronon del Buinz,2531
Rifugio di Brazza,Špik Hude police / Cima di Terrarossa,2420
Rigeljc,Bela glava,1926
Rigeljc,Rušnata glava,1899
Rigeljc,Visoka glava,1822
Rigeljc,Vrtec,1809
Rigeljc,Stadorski Orliči,1782
Rigeljc,Pršivec,1761
Rigeljc,Planina Ovčarija,1660
Rigeljc,Planina Viševnik,1625
Rigeljc,Planina Dedno Polje,1560
Rigeljc,Črno jezero,1294
Rigeljc,Slap Savica,794
Rigeljc,Koča pri Savici,653
Rigljica,Mala Martuljška Ponca,2501
Rigljica,Špik,2472
Rigljica,Na Pečeh,2039
Rigljica,Kurji vrh,1762
Rigljica,Bivak pod Špikom,1424
Rio Bianco / Beli potok,Breški Jalovec / Punta di Montemaggiore,1613
Rio Bianco / Beli potok,Nizki vrh,1488
Rio Bianco / Beli potok,Brezje / Montemaggiore,819
Rjavca / Rjautza,Vrtača,2181
Rjavca / Rjautza,Palec,2026
Rjavca / Rjautza,Zelenjak,2024
Rjavca / Rjautza,Žleb (Suho ruševje),1916
Rjavca / Rjautza,Bela peč / Weiße Wand,1665
Rjavca / Rjautza,Sveta peč / Helige Wand,1613
Rjavca / Rjautza,Vgrizeva planina / Ogrisalm,1569
Rjavca / Rjautza,Požgani rob,1513
Rjavina,Visoka Vrbanova špica,2408
Rjavina,Cmir,2393
Rjavina,Dom Valentina Staniča pod Triglavom,2332
Rjavina,Spodnja Vrbanova špica,2299
Rjavina,Teme,2136
Rjavina,Veliki Pršivec,2056
Rjavina,Požgana Mlinarica,1868
Rjavo jezero,Kanjavec,2569
Rjavo jezero,Kanjavec (Zahodni vrh),2569
Rjavo jezero,Poprovec,2496
Rjavo jezero,Teme (Hribarice),2495
Rjavo jezero,Mišeljski Konec,2464
Rjavo jezero,Vršaki (Vzhodni vrh),2448
Rjavo jezero,Vršaki (Južni vrh),2431
Rjavo jezero,Vršaki (Srednji vrh),2424
Rjavo jezero,Vršaki (Vrh za Koritami),2422
Rjavo jezero,Vrh Hribaric,2388
Rjavo jezero,Zadnji Vogel,2327
Rjavo jezero,Velika Zelnarica,2320
Rjavo jezero,Malo Špičje,2312
Rjavo jezero,Mala Zelnarica,2310
Rjavo jezero,Vodnikov Vršac (Vršac nad Zadnjico),2194
Rjavo jezero,Zadnjiški Ozebnik,2084
Rjavo jezero,Zasavska koča na Prehodavcih,2071
Rjavo jezero,Zeleno jezero,1988
Rjavo jezero,Jezero v Ledvicah,1831
Rjavčki vrh (Planinšca),Planjava,2392
Rjavčki vrh (Planinšca),Ojstrica,2350
Rjavčki vrh (Planinšca),Lučka Brana (Baba),2244
Rjavčki vrh (Planinšca),Najvišji rob (Zeleniške špice),2127
Rjavčki vrh (Planinšca),Krofička,2083
Rjavčki vrh (Planinšca),Lučki Dedec,2023
Rjavčki vrh (Planinšca),Mala Ojstrica,2017
Rjavčki vrh (Planinšca),Kocbekov dom na Korošici,1808
Rjavčki vrh (Planinšca),Koča na Klemenči jami,1208
Robanova planina,Velika Zelenica,2114
Robanova planina,Krofička,2083
Robanova planina,Molička peč,2029
Robanova planina,Jamarski bivak na Dleskovški planoti,1910
Robanova planina,Križevnik,1909
Robanova planina,Knezova planina,1520
Robič,Zavetišče na planini Šija,1528
Robič,Dom na Kofcah,1488
Robič,Planina Ilovica,1462
Robič,Zavetišče na Kalu,1112
Robič,Planina Dolžanka,1090
Robič,RIS Dolina (Dovžanova soteska),720
Roblekov dom na Begunjščici,Begunjščica,2060
Roblekov dom na Begunjščici,Srednji vrh (nad Završnico),1796
Roblekov dom na Begunjščici,Koča pri izviru Završnice,1425
Roblekov dom na Begunjščici,Tolsti vrh (pri Poljški planini),1225
Roblekov dom na Begunjščici,Tomčeva koča na Poljški planini,1180
Roblekov dom na Begunjščici,Planina Planinca,1136
Roblekova planina,Virnikov Grintovec,1654
Rodica,Raskovec,1967
Rodica,Mali Raskovec,1946
Rodica,Suha Rodica (Novi vrh),1944
Rodica,Mala Rodica,1901
Rodica,Jehlc (Špičasta kupa),1662
Rodica,Lovska koča na Glinu,1527
Rodica,Planina Suha,1385
Rogljica,Škrlatica,2740
Rogljica,Visoki Rokav,2646
Rogljica,Veliki Oltar,2621
Rogljica,Velika Martuljška Ponca,2602
Rogljica,Dolkova špica,2591
Rogljica,Mala Martuljška Ponca,2501
Rogljica,Spodnji Rokav,2500
Rogljica,Križ,2410
Rogljica,Gubno,2403
Rogljica,Šplevta (Indijanec),2382
Rogljica,Bivak na Rušju,1980
Rogljica,Koča v Krnici,1113
Rombon,Čukla,1767
Rombon,Planina Goričica,1336
Rombon,Kota 1313,1313
Rovt Vrse,Planica,1508
Rovt Vrse,Borovje,1476
Rovt Vrse,Erjavčev rovt (Planina Mlinca),1105
Rožca,Hruški vrh,1776
Rožca,Koprivnjak / Kleiner Frauenkogel,1754
Rožca,Klek,1753
Rožca,Planina Rožca / Roschitzaalm,1407
Rožca,Jeseniška planina,1380
Rožca,Hruška planina,1378
Rudijev dom na Donački gori,Donačka gora,884
Rudijev dom na Donački gori,Sveti Donat,511
Rudnica,Studor,1002
Rudnica,Peč (razgledišče),650
Ruska kapelica,Prednje Robičje,1941
Ruska kapelica,Kumlehova glava,1788
Ruska kapelica,Vršič vrh,1737
Ruska kapelica,Poštarski dom na Vršiču,1688
Ruska kapelica,Visoki Mavrinc,1562
Ruska kapelica,Erjavčeva koča na Vršiču,1525
Ruska kapelica,Tonkina koča na Vršiču,1380
Ruska kapelica,Koča na Gozdu,1226
Ruska kapelica,Koča v Krnici,1113
Ruska kapelica,Mihov dom na Vršiču,1085
Rutarski Vršič,Bivak Za Akom,1340
Rutarski Vršič,Zgornji Martuljkov slap,1150
Rutarski Vršič,Ingotova koča na planini Jesenje,930
Rutarski Vršič,Spodnji Martuljkov slap,850
Ruš,Stegovnik,1692
Ruš,Veliki vrh nad Komatevro,1634
Ruš,Bukovec,1506
Ruš,Lovska koča Stanič,1280
Ruš,Močnikova planina,1275
Ruš,Partizanska bolnica Krtina,1100
Rušnata Mlinarica,Cmir,2393
Rušnata Mlinarica,Spodnja Vrbanova špica,2299
Rušnata Mlinarica,Požgana Mlinarica,1868
Rušnata Mlinarica,Požar,1543
Rušnata Mlinarica,Lengarjeva glava,1498
Rušnata glava,Velika Tičarica,2091
Rušnata glava,Mala Tičarica,2071
Rušnata glava,Vrh nad Vodeno Rupo,1995
Rušnata glava,Bela glava,1926
Rušnata glava,Kovačičeva glava,1827
Rušnata glava,Visoka glava,1822
Rušnata glava,Vrtec,1809
Rušnata glava,Stadorski Orliči,1782
Rušnata glava,Rigeljc,1768
Rušnata glava,Koča pri Triglavskih jezerih,1685
Rušnata glava,Planina Ovčarija,1660
Rušnata glava,Planina Lopučnica,1558
Rušnata glava,Črno jezero,1294
Rušnati vrh,Vrh nad Škrbino,2054
Rušnati vrh,Meja,1996
Rušnati vrh,Vogel,1922
Rušnati vrh,Vrh Krnic,1896
Rušnati vrh,Vrh Planje (nad Globokim),1863
Rušnati vrh,Žabiški Kuk,1844
Rušnati vrh,Planina za Migovcem,1600
Rušnati vrh,Koča na planini Razor,1315
Rušni vrh,Črna prst,1844
Rušni vrh,Četrt,1832
Rušni vrh,Kravja Črna gora,1541
Rušni vrh,Krevl,1515
Rušni vrh,Planina Osredki,1400
Rušni vrh,Planina Za Črno goro,1340
Rušni vrh,Orožnova koča na planini za Liscem,1338
Rzenik,Vežica,1965
Rzenik,Konj,1803
Rzenik,Planina Rzenik,1654
Rzenik,Planina Konjščica (Velika planina),1505
Rzenik,Planina Dol,1308
Rzenik,Kopa (Belska Kopa),1180
Rzenik,Slap Orglice,870
Rž,Triglav,2864
Rž,Mali Triglav,2725
Rž,Kredarica,2541
Rž,Triglavski dom na Kredarici,2515
Rž,Begunjski vrh,2461
Rž,Visoka Vrbanova špica,2408
Rž,Dom Planika pod Triglavom,2401
Rž,Vrh Snežne konte,2342
Rž,Dom Valentina Staniča pod Triglavom,2332
Rž,Spodnja Vrbanova špica,2299
Rž,Cesar,2098
Rž,Planina Zgornja Krma,1720
Sankaška koča,Pleče,1131
Sankaška koča,Smokuški vrh,1122
Sankaška koča,Sveti Peter nad Begunjami,839
Sebenje,Mokrišče Blata,505
Senčnica Josipine Turnograjske,Potoška gora,1283
Senčnica Josipine Turnograjske,Mihčeva kopišča,1100
Senčnica Josipine Turnograjske,Planinska koča Iskra na Jakobu,961
Senčnica Josipine Turnograjske,Planinska koča pri Franciju,930
Senčnica Josipine Turnograjske,Jamna peč,720
Senčnica Josipine Turnograjske,Sveti Nikolaj (Možjanca),689
Senčnica Josipine Turnograjske,Sv. Miklavž nad Mačami,651
Senčnica Josipine Turnograjske,Novi grad (Pusti grad),630
Skala,Grad Konjice,515
Skubrov vrh,Visoki vrh nad Jezerskim,1459
Skubrov vrh,Javornik nad Jezerskim,1399
Skubrov vrh,Turni,1240
Skuta,Grintovec,2558
Skuta,Dolgi hrbet,2473
Skuta,Štruca,2457
Skuta,Kranjska Rinka,2453
Skuta,Koroška Rinka (Križ),2433
Skuta,Štajerska Rinka,2374
Skuta,Mala Rinka,2289
Skuta,Turska gora,2251
Skuta,Velika (Koroška) Baba,2127
Skuta,Storžek,2110
Skuta,Ledinski vrh,2108
Skuta,Bivak pod Grintovcem,2100
Skuta,Kogel,2100
Skuta,Bivak pod Skuto,2070
Skuta,Bivak pod Mrzlim vrhom,1980
Skuta,Kranjska koča na Ledinah,1700
Skuta,Češka koča na Spodnjih Ravneh,1542
Skutman,Škrbina (Slaparjeva gora),1142
Skutman,Kopa (Partizanski vrh),1024
Skutman,Zapečnikova planina,840
Skutnik /Monte Guarda,Velika Baba (Kanin),2148
Skutnik/Torre Guarda,Šober / Monte Sciober Grande,1845
Skutnik/Torre Guarda,Mangartska planina,1295
Slap Beri,Kobala,1080
Slap Beri,Koča na planini Stador,1050
Slap Boka,Veliki Babanski Skedenj,2121
Slap Boka,Izvir Boke,850
Slap Boka,Mala Boka,440
Slap Mostnice,Krsteniški Stog,1879
Slap Mostnice,Planina Krstenica,1670
Slap Mostnice,Planina Zgornja Grintovica,1250
Slap Mostnice,Planina Spodnja Grintovica,1175
Slap Mostnice,Okrepčevalnica Slap Voje,745
Slap Orglice,Vršiči,1980
Slap Orglice,Vežica,1965
Slap Orglice,Rzenik,1833
Slap Orglice,Konj,1803
Slap Orglice,Planina Rzenik,1654
Slap Orglice,Kamniški Dedec,1583
Slap Orglice,Kopa (Belska Kopa),1180
Slap Orglice,Mešenik,1099
Slap Palenk,Strelovec,1763
Slap Palenk,Veliki vrh nad Matkovim kotom,1539
Slap Palenk,Logarska peč,1536
Slap Palenk,Icmanikova planina,1520
Slap Palenk,Plesnikova planina,1319
Slap Parabola,Gorejca,680
Slap Peračica,Bazilika Marije Pomagaj na Brezjah,486
Slap Peričnik - spodnji slap,Vrtaški vrh,1898
Slap Peričnik - spodnji slap,Lengarjeva glava,1498
Slap Peričnik - spodnji slap,Vrtaška planina,1462
Slap Peričnik - spodnji slap,Črna gora,1350
Slap Peričnik - spodnji slap,Slap Peričnik - zgornji slap,850
Slap Peričnik - spodnji slap,Koča pri Peričniku,750
Slap Peričnik - zgornji slap,Vrtaški vrh,1898
Slap Peričnik - zgornji slap,Lengarjeva glava,1498
Slap Peričnik - zgornji slap,Vrtaška planina,1462
Slap Peričnik - zgornji slap,Črna gora,1350
Slap Peričnik - zgornji slap,Slap Peričnik - spodnji slap,800
Slap Peričnik - zgornji slap,Koča pri Peričniku,750
Slap Savica,Vrtec,1809
Slap Savica,Stadorski Orliči,1782
Slap Savica,Rigeljc,1768
Slap Savica,Pršivec,1761
Slap Savica,Planina Ovčarija,1660
Slap Savica,Črno jezero,1294
Slap Savica,Koča pri Savici,653
Slap Slatenik,Veliki vrh (Polovnik),1768
Slap Slatenik,Javoršček,1557
Slap Slatenik,Humčič,810
Slap Slatenik,Dolina Škratov,700
Slap Suha,Planina Vodični vrh,1486
Slap Suha,Planina Blato,1147
Slap Suha,Kosijev dom na Vogarju,1054
Slap Suha,Koča na Vojah,690
Slap Virje,Planina Krnica,1252
Slap Virje,Jama Srnica,550
Slap Virje,Izvir Glijuna,450
Slap pod Gozdašnico,Zabreška planina,1225
Slap pod Gozdašnico,Žirovniška planina,1200
Slap pod Gozdašnico,Valvasorjev dom pod Stolom,1181
Slap pod Gozdašnico,Smolnik,1075
Slap pod Gozdašnico,Mali vrh nad Završnico,863
Slap pod Gozdašnico,Turška jama v Gozdašnici,835
Slap pod Gozdašnico,Slap pod Kurico,760
Slap pod Gozdašnico,Sveti Lovrenc nad Zabreznico,725
Slap pod Gozdašnico,Jezero Završnica,630
Slap pod Kurico,Lovska koča nad Doslovško planino,1325
Slap pod Kurico,Zabreška planina,1225
Slap pod Kurico,Doslovška planina,1210
Slap pod Kurico,Mali vrh nad Završnico,863
Slap pod Kurico,Turška jama v Gozdašnici,835
Slap pod Kurico,Slap pod Gozdašnico,760
Slap pod Kurico,Sveti Lovrenc nad Zabreznico,725
Slap pod Kurico,Jezero Završnica,630
Slap Čedca,Grintovec,2558
Slap Čedca,Jezerska Kočna,2540
Slap Čedca,Kokrska Kočna,2520
Slap Čedca,Na Križu (Kokrska Kočna),2484
Slap Čedca,Vratca,1802
Slap Čedca,Veliki vrh,1742
Slap Čedca,Češka koča na Spodnjih Ravneh,1542
Slap Čedca,Visoki vrh nad Jezerskim,1459
Slap Šum v Blejskem Vintgarju,Boršt,931
Slap Šum v Blejskem Vintgarju,Vrše,850
Slap Šum v Blejskem Vintgarju,Hom pri Bledu,834
Slap Šum v Blejskem Vintgarju,Žerjavec (Kavče),805
Slap Šum v Blejskem Vintgarju,Spominsko obeležje Aleš Kunaver,660
Slap Šum v Blejskem Vintgarju,Sveta Katarina na Homu,634
Slapišče pod Kalvarijo,Jelenkamen,1096
Slapišče pod Kalvarijo,Mirca,1025
Slapišče pod Kalvarijo,Kalvarija nad Jesenicami,784
Slapišče pod Kalvarijo,Čopov rovt,710
Slapovi Dobršnik,Hruška planina,1378
Slapovi Dobršnik,Slapovi v Preski,910
Slapovi v Preski,Jeseniška planina,1380
Slapovi v Preski,Hruška planina,1378
Slapovi v Preski,Slapovi Dobršnik,800
Slatna,Debeli vrh,2390
Slatna,Zadnji Vogel,2327
Slatna,Velika Zelnarica,2320
Slatna,Mala Zelnarica,2310
Slatna,Srednji Vogel,2226
Slatna,Kopica,2190
Slatna,Prvi Vogel,2181
Slatna,Velika Tičarica,2091
Slatna,Mala Tičarica,2071
Slatna,Kreda,2025
Slatna,Vrh nad Vodeno Rupo,1995
Slatna,Bela glava,1926
Slatna,Kovačičeva glava,1827
Slatna,Visoka glava,1822
Slatna,Planina Dedno Polje,1560
Slatna,Planina v Lazu,1560
Slatnik (jugovzhodni vrh),Slatnik (severozahodni vrh),1609
Slatnik (jugovzhodni vrh),Možic,1602
Slatnik (jugovzhodni vrh),Šavnik,1574
Slatnik (jugovzhodni vrh),Lajnar,1549
Slatnik (jugovzhodni vrh),Dravh,1547
Slatnik (jugovzhodni vrh),Črni vrh (nad Soriško planino),1486
Slatnik (jugovzhodni vrh),Planina za Šavnikom,1320
Slatnik (jugovzhodni vrh),Koča na Soriški planini,1306
Slatnik (jugovzhodni vrh),Vrh Bače,1273
Slatnik (jugovzhodni vrh),Lovčev bivak Pri Koucah,1192
Slatnik (jugovzhodni vrh),Kup,1046
Slatnik (severozahodni vrh),Možic,1602
Slatnik (severozahodni vrh),Slatnik (jugovzhodni vrh),1597
Slatnik (severozahodni vrh),Šavnik,1574
Slatnik (severozahodni vrh),Lajnar,1549
Slatnik (severozahodni vrh),Dravh,1547
Slatnik (severozahodni vrh),Črni vrh (nad Soriško planino),1486
Slatnik (severozahodni vrh),Planina za Šavnikom,1320
Slatnik (severozahodni vrh),Koča na Soriški planini,1306
Slatnik (severozahodni vrh),Vrh Bače,1273
Slatnik (severozahodni vrh),Lovčev bivak Pri Koucah,1192
Slatnik (severozahodni vrh),Kup,1046
Sleme,Kukova špica,2427
Sleme,Drobeče Sleme,2029
Sleme,Vrtaški vrh,1898
Slemenova špica,Velika Mojstrovka,2366
Slemenova špica,Zadnja Mojstrovka,2354
Slemenova špica,Mala Mojstrovka,2332
Slemenova špica,Suhi vrh,2109
Slemenova špica,Šitna glava,2087
Slemenova špica,Prednje Robičje,1941
Slemenova špica,Tičarjev dom na Vršiču,1618
Slemenova špica,Erjavčeva koča na Vršiču,1525
Slemenova špica,Izvir Nadiže,1232
Slemenova špica,Dom v Tamarju,1108
Smokuški vrh,Pleče,1131
Smokuški vrh,Sankaška koča,867
Smokuški vrh,Sveti Peter nad Begunjami,839
Smolnik,Potoška planina,1270
Smolnik,Zabreška planina,1225
Smolnik,Žirovniška planina,1200
Smolnik,Valvasorjev dom pod Stolom,1181
Smolnik,Ajdna,1046
Smolnik,Sveti Jošt nad Vranskim,955
Smolnik,Mali vrh nad Završnico,863
Smolnik,Turška jama v Gozdašnici,835
Smolnik,Slap pod Gozdašnico,760
Smolnik,Jezero Završnica,630
Smrekovec,Dom na Smrekovcu,1375
Smučarski dom Črni vrh,Španov vrh,1334
Smučarski dom Črni vrh,Na pečeh pri Črnem Vrhu,1318
Smučarski dom Črni vrh,Mirca,1025
Snežna jama na Mežakli,Škrbina (Mežakla),1210
Snežna jama na Mežakli,Planina Obranica,1035
Snežna jama na Mežakli,Kres nad Kočno,890
Snežna jama na Mežakli,Poljanska baba,830
Snežnik (nad Koprivno),Špičasti vrh / Spitzberg,1551
Snežnik (nad Koprivno),Planina Rep (Repija),1330
Snežnik (nad Koprivno),Govševa planina,1300
Snežnik (nad Koprivno),Izvir reke Meže,1230
Soteska Čepa/Tscheppaschlucht,Žingarica / Singerberg,1589
Sovna glava,Prisank / Prisojnik,2547
Sovna glava,Mala Mojstrovka,2332
Sovna glava,Suhi vrh,2109
Sovna glava,Šitna glava,2087
Sovna glava,Prednje Robičje,1941
Sovna glava,Vršič vrh,1737
Sovna glava,Poštarski dom na Vršiču,1688
Sovna glava,Tičarjev dom na Vršiču,1618
Sovna glava,Erjavčeva koča na Vršiču,1525
Sovna glava,Tonkina koča na Vršiču,1380
Sovna glava,Koča na Gozdu,1226
Speleološki bivak Modonutti - Savoia,Velika Črnelska špica,2332
Speleološki bivak Modonutti - Savoia,Velika Bavha / Monte Robon,1980
Speleološki bivak Modonutti - Savoia,Škraplja,1794
Spodnja Vrbanova špica,Rž,2538
Spodnja Vrbanova špica,Rjavina,2532
Spodnja Vrbanova špica,Begunjski vrh,2461
Spodnja Vrbanova špica,Visoka Vrbanova špica,2408
Spodnja Vrbanova špica,Cmir,2393
Spodnja Vrbanova špica,Dom Valentina Staniča pod Triglavom,2332
Spodnja Vrbanova špica,Teme,2136
Spodnja Vrbanova špica,Požgana Mlinarica,1868
Spodnja Vrbanova špica,Rušnata Mlinarica,1777
Spodnje Kriško jezero,Razor,2601
Spodnje Kriško jezero,Stenar,2501
Spodnje Kriško jezero,Planja,2453
Spodnje Kriško jezero,Pihavec,2419
Spodnje Kriško jezero,Križ,2410
Spodnje Kriško jezero,Bovški Gamsovec,2392
Spodnje Kriško jezero,Šplevta (Indijanec),2382
Spodnje Kriško jezero,Kriški rob,2366
Spodnje Kriško jezero,Spodnji Stenar,2356
Spodnje Kriško jezero,Zgornje Kriško jezero,2158
Spodnje Kriško jezero,Pogačnikov dom na Kriških podih,2050
Spodnje Kriško jezero,Luknja,1758
Spodnje Kriško jezero,Lovska koča Na Utrci,1500
Spodnje Kriško jezero,Bivak pod Luknjo,1480
Spodnje Mangartsko jezero,Zavetišče pod Ponco,1657
Spodnje Mangartsko jezero,Črni vrh / Colrotondo,1486
Spodnje Mangartsko jezero,Jezerska planina / Alpe del Lago,1006
Spodnje Mangartsko jezero,Zgornje Mangartsko jezero,929
Spodnji Goreljek (Pokljuka),Zgornji Goreljek (Pokljuka),1260
Spodnji Martuljkov slap,Kurji vrh,1762
Spodnji Martuljkov slap,Rutarski Vršič,1699
Spodnji Martuljkov slap,Bivak pod Špikom,1424
Spodnji Martuljkov slap,Bivak Za Akom,1340
Spodnji Martuljkov slap,Zgornji Martuljkov slap,1150
Spodnji Martuljkov slap,Ingotova koča na planini Jesenje,930
Spodnji Plot,Begunjščica,2060
Spodnji Plot,Begunjska Vrtača,1991
Spodnji Plot,Na Možeh,1784
Spodnji Plot,Vrh Ljubeljščice (Triangel),1704
Spodnji Plot,Dom na Zelenici,1536
Spodnji Plot,Polna peč,1503
Spodnji Plot,Koča pri izviru Završnice,1425
Spodnji Plot,Potočnikova planina,1410
Spodnji Plot,Koča Vrtača,1288
Spodnji Plot,Sveta Ana (Ljubelj),1032
Spodnji Rokav,Škrlatica,2740
Spodnji Rokav,Visoki Rokav,2646
Spodnji Rokav,Veliki Oltar,2621
Spodnji Rokav,Velika Martuljška Ponca,2602
Spodnji Rokav,Dolkova špica,2591
Spodnji Rokav,Rogljica,2547
Spodnji Rokav,Dovški križ,2542
Spodnji Rokav,Mala Martuljška Ponca,2501
Spodnji Rokav,Široka peč,2497
Spodnji Rokav,Šplevta,2272
Spodnji Rokav,Bivak na Jezerih,2118
Spodnji Rokav,Bivak na Rušju,1980
Spodnji Rokav,Pri treh macesnih,1810
Spodnji Stenar,Razor,2601
Spodnji Stenar,Stenar,2501
Spodnji Stenar,Pihavec,2419
Spodnji Stenar,Križ,2410
